CustomerID,CustomerName,TotalRevenue
13659,Clayton Shan,$72.89
18211,Jaclyn Sun,$72.89
18206,Bruce Madan,$72.89
14035,Hunter Hughes,$72.89
14408,Jasmine Cook,$72.89
13331,Lauren Diaz,$72.89
19150,Maria Bailey,$72.87
23349,Lauren Johnson,$72.87
19014,Jonathan Hernandez,$72.87
22743,Kaylee Murphy,$72.87
22076,Nelson Vazquez,$72.87
11953,Courtney Wright,$72.10
11972,Katherine Williams,$72.10
29740,Martha Espinoza,$72,854.47
16110,Brandon Long,$718.77
22294,Rachel Brown,$718.75
29957,Kevin Liu,$718,258.81
27892,Isabella Foster,$717.65
23460,Javier Ramos,$717.65
28313,Brett Perez,$715.97
16210,Olivia Cooper,$713.76
29782,Janet Gilliat,$713.15
27744,Gilbert Pal,$711.56
22392,Bailey Gray,$710.46
19128,Madison Jackson,$710.42
18267,Brad Jai,$71.80
23250,Ashley Lee,$71.80
20502,John Harris,$71.80
18265,Trisha Cai,$71.80
20501,Morgan Nelson,$71.80
21468,Ethan Yang,$71.80
21633,Cameron Zhang,$71.80
20565,Tasha Yuan,$71.79
20531,James Young,$71.79
16941,Amy Yang,$71.79
17089,Crystal Zhu,$71.79
25871,Jason Nelson,$71.79
16456,Larry Navarro,$71.79
16397,Andy Navarro,$71.79
20063,Kristy Ortega,$71.79
21714,Carmen Patel,$71.79
25988,Victor Muñoz,$71.79
26340,Melissa Morris,$71.79
26067,Erin Morgan,$71.79
26092,Devin Morgan,$71.79
17887,Joel Madan,$71.79
21419,Gilbert Ma,$71.79
17797,Ebony Martinez,$71.79
15679,Robert Patterson,$71.79
25859,Mackenzie Peterson,$71.79
26535,Kelly Perry,$71.79
24747,Dakota Powell,$71.79
26087,Ashley Price,$71.79
16186,Bethany Raji,$71.79
26493,Lawrence Ramos,$71.79
21800,Heidi Raman,$71.79
16041,Pedro Raman,$71.79
25838,Makayla Reed,$71.79
15658,Victoria Rogers,$71.79
13046,Jonathan Rodriguez,$71.79
26109,Dalton Rodriguez,$71.79
25882,Edward Roberts,$71.79
26079,Ryan Robinson,$71.79
24926,Eric Roberts,$71.79
25005,Brianna Williams,$71.79
25348,Angela Wood,$71.79
19075,Brent Wu,$71.79
26688,Brittney Xu,$71.79
18030,Victor Torres,$71.79
18048,Alisha Sun,$71.79
26346,Emmanuel Suri,$71.79
26123,Isabella Scott,$71.79
26506,Ruth Srini,$71.79
19068,Alma Son,$71.79
18622,Byron Rubio,$71.79
26497,Karen Sanchez,$71.79
19042,Ronnie Cai,$71.79
20551,Daisy Blanco,$71.79
25862,Jared Bell,$71.79
25841,Lindsey Becker,$71.79
20369,Trevor Barnes,$71.79
13995,Michele Black,$71.79
25846,Faith Bailey,$71.79
24929,Lucas Bailey,$71.79
17090,Leslie Alvarez,$71.79
26469,Joy Alvarez,$71.79
20505,Alexa Cox,$71.79
25341,Kaitlyn Cook,$71.79
19061,Heather Gao,$71.79
13149,Linda Ferrier,$71.79
26078,Alberto Dominguez,$71.79
17791,Sydney Davis,$71.79
17936,Tonya Deng,$71.79
26047,Ashley Hall,$71.79
21908,Isabel Hayes,$71.79
26459,Angelica Hayes,$71.79
26119,Danielle Gray,$71.79
24749,Marshall Guo,$71.79
26081,Edward Green,$71.79
16040,Casey Gill,$71.79
15673,Jon Goel,$71.79
26122,Lauren Gonzales,$71.79
17854,Shannon Gomez,$71.79
24930,Abigail Lewis,$71.79
25902,Cameron Li,$71.79
20557,Lindsay Lal,$71.79
17806,Omar Kumar,$71.79
17788,Jeffery Liu,$71.79
26197,Marcus Lopez,$71.79
15445,Bob Lopez,$71.79
26124,Riley James,$71.79
25934,Luke King,$71.79
19063,Gabrielle Kelly,$71.79
19106,Terrance Sai,$71.77
18090,Lucas Smith,$71.73
12730,Karla Becker,$71.71
12601,Randy Zhang,$71.71
16627,Claudia Chen,$71.69
18300,Diane Ramos,$71.69
17483,Logan Gonzalez,$71.27
23879,Amber Gonzalez,$71.24
18112,Sophia Gonzalez,$71.24
21815,Gabrielle Green,$71.24
22956,Randy Guo,$71.24
18550,Julia Griffin,$71.24
15272,Kyle Gonzales,$71.24
15539,Raul Goel,$71.24
27708,Katie Goel,$71.24
19639,Victor Gill,$71.24
17448,Zachary Hayes,$71.24
15248,Richard Harris,$71.24
23513,Erin Kelly,$71.24
17349,Cassie Kennedy,$71.24
15773,Dylan Jenkins,$71.24
20679,Dakota Jenkins,$71.24
27215,Samantha Hughes,$71.24
28010,Justin Long,$71.24
22944,Jodi Lal,$71.24
14623,Benjamin Li,$71.24
29031,Brandon Chen,$71.24
16781,Dylan Chen,$71.24
23010,Seth Cook,$71.24
16918,Alexandria Cox,$71.24
16863,Kaitlyn Clark,$71.24
26699,Joan Coleman,$71.24
28276,Christy Deng,$71.24
26682,Richard Diaz,$71.24
16152,Katherine Evans,$71.24
14469,Angela Bell,$71.24
28290,Ian Brooks,$71.24
16971,Alexia Bryant,$71.24
16073,Miranda Bryant,$71.24
14407,Thomas Bryant,$71.24
15817,Chloe Alexander,$71.24
28028,Elijah Allen,$71.24
20528,Mason Adams,$71.24
27970,Willie Andersen,$71.24
24469,Roger Andersen,$71.24
27596,Edgar Raman,$71.24
17569,Mya Price,$71.24
26085,Ian Powell,$71.24
16746,Brianna Peterson,$71.24
23559,Jocelyn Patterson,$71.24
16385,James Perez,$71.24
21759,Jennifer Moore,$71.24
18911,Elijah McDonald,$71.24
14917,Adrian Morgan,$71.24
23641,Megan Morris,$71.24
28934,Ricardo Nara,$71.24
16714,Dalton Nicholls,$71.24
25850,Jared Sanchez,$71.24
20813,Michael Rothkugel,$71.24
18101,Bailey Turner,$71.24
14743,Nathan Turner,$71.24
18455,Alejandro Wu,$71.24
27595,Jamie Wu,$71.24
16336,Jonathan Wright,$71.24
14405,Dylan Walker,$71.24
14500,Jasmine Ward,$71.24
25124,Keith Xu,$71.24
28267,Jordan Young,$71.24
11231,Dennis Zhang,$71.01
21213,Peter Black,$71.01
16282,Kristine Suarez,$71.00
23233,Bradley Sharma,$707.14
19845,Fernando Hernandez,$707.14
19730,Ricardo Black,$706.59
19129,Carson Simmons,$706.59
16151,Chloe Sanchez,$706.59
25732,Joanna Sanz,$706.04
23195,Xavier Mohamed,$706.04
23185,Fernando Edwards,$706.04
28370,Eddie Gutierrez,$706.04
21488,Madison Henderson,$706.04
21673,Jésus Gill,$706.04
23821,Jordan Lal,$706.04
28880,Felicia Moyer,$704.95
19013,Amanda Phillips,$703.28
11619,Sierra Young,$701.50
19165,Miranda Russell,$700.53
16108,Bryce Howard,$700.53
19726,Javier Rubio,$70.99
12326,Glenn Zhou,$70.70
15141,Sandra Zheng,$70.69
18035,Karen Zhang,$70.69
17955,Ronnie Zhao,$70.69
16266,Alisha Yang,$70.69
19279,Omar Xu,$70.69
20725,Linda Romero,$70.69
29078,Victoria Sanders,$70.69
15628,Brianna Sandberg,$70.69
29233,Caitlin Sanders,$70.69
15728,Keith Sharma,$70.69
16936,Alice Serventi,$70.69
14817,Anna Washington,$70.69
28991,Timothy Ward,$70.69
28978,Alexandria Watson,$70.69
15602,Warren Wu,$70.69
29217,Alexis Wilson,$70.69
19176,Ebony Vazquez,$70.69
19445,Emma Thompson,$70.69
19369,Clifford Suri,$70.69
16469,Michele Tang,$70.69
28811,Caleb Phillips,$70.69
28970,Danielle Peterson,$70.69
28682,Cassidy Perry,$70.69
19522,Christian Powell,$70.69
14009,Brandy Prasad,$70.69
29014,Ryan Powell,$70.69
16283,Clayton Raji,$70.69
14718,Gregory Raji,$70.69
21829,Carolyn Rana,$70.69
18034,Ethan Robinson,$70.69
28965,Trinity Morris,$70.69
15149,Natalie Morgan,$70.69
29227,Levi Patel,$70.69
16395,Tara Pal,$70.69
28867,Natalie Martinez,$70.69
16281,Gilbert Luo,$70.69
29018,Drew Luo,$70.69
16258,Deanna Malhotra,$70.69
18192,Max Hernandez,$70.69
28806,Randall Hernandez,$70.69
29077,Blake Henderson,$70.69
14812,Hunter Henderson,$70.69
28609,Jose Harris,$70.69
19430,Sharon Goel,$70.69
14815,Isabella Gonzales,$70.69
14816,Katherine Lewis,$70.69
14008,Karen Liu,$70.69
15718,Heather Lin,$70.69
19466,Morgan Lopez,$70.69
28983,Sean Lopez,$70.69
14962,Justin Jai,$70.69
20800,Connor Jenkins,$70.69
17935,Misty Jai,$70.69
16468,Orlando Dominguez,$70.69
29022,Sydney Diaz,$70.69
28796,Cameron Coleman,$70.69
19909,Geoffrey Chandra,$70.69
18003,Edwin Chande,$70.69
19929,Dale Chander,$70.69
28972,Taylor Bennett,$70.69
28863,Allison Bell,$70.69
16312,Bethany Beck,$70.69
19921,Cara Cai,$70.69
18062,Dylan Anderson,$70.69
19249,Chad Andersen,$70.69
19334,Katherine Baker,$70.69
29215,Abigail Barnes,$70.69
18022,Victor Alvarez,$70.69
19103,Johnathan Raman,$70.62
14018,Nina Rai,$70.58
11951,Lacey Huang,$70.19
29353,Orlando Gomez,$70.13
29253,Savannah Green,$70.13
29273,Timothy Lopez,$70.13
29262,Cassie Raje,$70.13
29325,Cameron Thomas,$70.13
29050,Jack Russell,$70.13
25912,Walter Rubio,$70.13
19591,Derek Raji,$70.08
29985,Linda Martin,$70,217.22
13260,James Flores,$7,999.71
16196,Kurt Raheem,$7,997.28
17198,Cheryl Jiménez,$7,992.86
15357,Craig Navarro,$7,991.77
16594,Andrew Jones,$7,990.66
15085,Kristin Jai,$7,988.45
19031,Regina Perez,$7,985.15
16207,Jordan Shan,$7,985.14
15676,Todd Wang,$7,983.27
15678,Susan Zhou,$7,981.79
16821,Mary Carter,$7,979.59
13792,Charles Taylor,$7,973.77
15116,Mackenzie Ramirez,$7,970.21
13794,Mallory Martin,$7,969.33
17214,Damien Liu,$7,968.59
14791,Ashlee Deng,$7,967.99
15675,Jay Alonso,$7,963.05
16831,Theodore Vazquez,$7,963.04
16827,Jeffery Chen,$7,961.92
29851,Jean Holloway,$7,960.26
16565,Corey Anand,$7,960.04
16206,Cindy Lewis,$7,959.70
15677,Alyssa Bradley,$7,956.95
13261,Lindsey Andersen,$7,956.64
18166,Julian Wood,$7,956.41
13606,Drew Sharma,$7,951.12
16585,Vincent Sun,$7,947.59
11414,Ian Richardson,$7,946.91
11413,Megan Stewart,$7,944.67
18173,Brent Zhang,$7,944.23
15685,Robin Vazquez,$7,943.15
17781,Jake She,$7,942.04
15932,Tabitha Jimenez,$7,940.96
16829,Wayne Lal,$7,939.83
16828,Logan Mitchell,$7,936.84
17209,Jacqueline James,$7,936.55
16822,Marshall Lin,$7,929.90
17183,Shane Sanchez,$7,929.33
11244,Alexis Coleman,$7,929.20
13693,Dominic Gonzalez,$7,924.60
16261,Diana Navarro,$7,923.81
15625,Clinton Alvarez,$7,922.18
11243,Robin Alvarez,$7,916.50
16204,Terrence Anand,$7,914.44
13690,Claudia Gao,$7,914.10
16567,Erick Lopez,$7,911.47
13765,Jaime Shen,$7,903.06
13777,Manuel Perez,$7,897.51
16830,Alexandra Hall,$7,888.24
13784,Spencer Griffin,$7,887.60
11247,Claudia Zhou,$7,880.32
16598,Kate Rai,$7,880.20
11250,Shannon Liu,$7,863.46
15094,Wendy Ortega,$7,855.30
12037,Patricia Chapman,$7,853.35
29599,Shirley Bruner,$7,841.74
29826,John Hanson,$7,834.82
14203,Seth Rodriguez,$7,825.02
11422,Dustin Deng,$7,818.17
11548,Raymond Sanchez,$7,810.44
15082,Kelvin Lal,$7,810.23
16587,Zachary Martinez,$7,805.24
11996,Veronica Srini,$7,799.86
11485,Donald Chandra,$7,788.37
18177,Reginald Suarez,$7,783.14
11999,Johnny Shan,$7,782.81
14976,Randy Hu,$7,779.88
11997,Kristina Kapoor,$7,767.91
15626,Eduardo White,$7,767.13
12007,Shannon Sun,$7,761.28
11549,Crystal Liang,$7,761.27
13012,Krystal Hu,$7,754.27
14773,Noah Ross,$7,752.25
17825,Clayton Li,$7,752.19
11496,Gary Ortega,$7,750.24
14790,Terry Tang,$7,740.05
16298,Adrienne Sanz,$7,735.96
16603,Scott Seely,$7,735.61
15637,Russell Sharma,$7,734.53
15084,Adrienne Serrano,$7,734.00
14424,Stefanie Raman,$7,733.74
17199,Dennis Zhou,$7,732.31
16588,Andre Martinez,$7,729.01
16575,Veronica Vance,$7,729.00
15624,Tyrone Rubio,$7,723.49
17811,Stacy Hernandez,$7,723.49
17225,Lawrence Dominguez,$7,720.49
11388,Joseph Martin,$7,720.36
12005,Gilbert Shen,$7,718.22
18127,Franklin He,$7,715.19
14931,Andres Pal,$7,713.84
17207,Ian Torres,$7,712.42
15926,Donna Deng,$7,711.31
17192,Warren He,$7,710.23
15117,Dana Dominguez,$7,706.89
15697,Julia Morris,$7,706.87
17202,Deanna Martinez,$7,706.34
15687,Jay Suri,$7,706.13
11494,Jimmy Gutierrez,$7,706.06
18141,Deanna Chandra,$7,705.01
15699,Jonathon Hernandez,$7,701.38
11400,Franklin Raji,$7,699.40
14031,Ruben Suarez,$7,695.68
15684,Tyrone Suarez,$7,694.20
13625,Jason Campbell,$7,693.16
11998,Donna Sharma,$7,693.12
15928,Priscilla Pal,$7,690.89
11468,Jaclyn Andersen,$7,690.60
11387,Megan Ramirez,$7,689.47
11493,Dawn Wu,$7,689.47
15086,Latasha Dominguez,$7,689.22
12216,Gerald Rodriguez,$7,685.73
17185,Karla Anand,$7,684.80
16826,Roberto Vazquez,$7,683.71
15100,Brenda Chandra,$7,682.60
17203,Christine Raje,$7,682.55
17182,Jessica Patterson,$7,680.42
16205,Melanie Sanders,$7,680.38
16262,Kathryn Xie,$7,679.28
18126,Larry Ortega,$7,674.87
15929,Karla Raji,$7,673.76
17181,Jenny Lal,$7,673.76
15627,Troy Srini,$7,672.66
15101,Shawn Shan,$7,672.63
16203,Warren Raje,$7,668.56
16824,Randall Munoz,$7,667.14
19032,Katrina Andersen,$7,667.13
17103,Franklin Xu,$7,663.27
15927,Gilbert Huang,$7,660.86
15933,Clinton Dominguez,$7,659.73
18147,Katrina Luo,$7,658.30
18135,Blake Diaz,$7,648.35
16286,Billy Torres,$7,647.28
15114,Erika Munoz,$7,645.35
16307,Kelli Sun,$7,643.94
16199,Terrence Xie,$7,643.94
17093,Seth Sanchez,$7,643.94
15702,Ruth Mehta,$7,643.88
12988,Barbara Goel,$7,641.56
17220,Glenn Wang,$7,640.91
18160,Bryan Rivera,$7,640.62
12335,Francisco Ashe,$7,638.42
12702,Yolanda Shan,$7,636.76
16309,Desiree Ortega,$7,636.20
12222,Jenny Xu,$7,634.55
13626,Johnathan Madan,$7,634.54
17218,Craig Carlson,$7,632.86
18168,Pedro Sanz,$7,632.85
16448,Cheryl Martin,$7,632.12
13082,Juan Peterson,$7,631.56
12348,Jimmy Vazquez,$7,631.23
14030,Lawrence Sanz,$7,630.54
18136,Carl Xie,$7,629.59
15693,Isabel Barnes,$7,629.59
12685,Jaclyn Xu,$7,629.04
13407,Cassandra Rana,$7,629.03
12239,Alberto Ramos,$7,626.07
16595,Cameron Anderson,$7,626.03
17191,Gilbert Guo,$7,619.65
13104,Gregory Becker,$7,618.36
12684,Shaun Shen,$7,616.85
12703,Renee Suarez,$7,614.69
12215,Karla She,$7,614.26
16297,Deanna Garcia,$7,613.02
13629,Karla Yuan,$7,612.46
13955,Andres Raji,$7,611.73
12647,Colleen Anand,$7,609.69
13132,Casey Vazquez,$7,603.08
12680,George Sanchez,$7,602.51
13965,Barry Sara,$7,593.99
11609,Eugene Ye,$7,593.68
13616,Cole Ramirez,$7,593.62
13960,Lacey Kumar,$7,593.27
13122,Catherine Cox,$7,592.93
18158,Jeremiah Griffin,$7,590.92
12701,Gary Gutierrez,$7,589.63
12688,Stacy Navarro,$7,588.52
14941,Emma Patterson,$7,586.46
12339,Clayton Jai,$7,586.33
13091,Deanna Martin,$7,585.77
13644,Kristi Dominguez,$7,585.23
12346,Wesley Gao,$7,585.23
12686,Trisha Zhou,$7,585.23
12658,Joy Gomez,$7,584.10
13076,Craig Munoz,$7,582.66
12700,Mindy Kumar,$7,580.79
12653,Nichole Andersen,$7,580.40
12676,Michele Madan,$7,579.70
14032,Arthur Chandra,$7,579.67
13959,Ebony Carlson,$7,578.55
12994,Anna Martinez,$7,575.26
13139,Carmen Perez,$7,574.17
12705,Andre Garcia,$7,573.79
12706,Louis Liang,$7,570.81
12995,Grant Nara,$7,569.89
13078,Michele Chande,$7,569.76
13620,Damien Ye,$7,567.12
12645,Audrey Ruiz,$7,566.77
12689,Tamara Pal,$7,565.85
12637,Leonard Nath,$7,563.86
13251,Raymond Malhotra,$7,563.08
13080,Denise Mehta,$7,563.07
13075,Kelvin Lin,$7,562.55
13646,Terry Yuan,$7,562.18
13970,Pedro Rana,$7,561.67
13103,Brendan Raji,$7,561.07
13966,Darren Dominguez,$7,560.54
13622,Alan Wang,$7,559.78
13953,Theresa Munoz,$7,559.03
12341,Katie Kumar,$7,558.88
12999,Nichole Shen,$7,558.71
12668,Melissa Patterson,$7,557.60
13160,Willie Xu,$7,557.60
12347,Summer Madan,$7,557.23
13958,Diane Martin,$7,556.70
13632,Cheryl Munoz,$7,556.50
12644,Rachel Reed,$7,556.12
12342,Morgan Young,$7,556.12
13113,Bryant Sanchez,$7,549.81
13638,Diana Alvarez,$7,549.49
14020,Kristine Dominguez,$7,549.09
13636,Jarrod Rodriguez,$7,549.09
13051,Ethan Jones,$7,549.07
13117,Evelyn Rodriguez,$7,548.72
12674,Jimmy Travers,$7,546.56
12990,Leslie Hernandez,$7,546.56
13119,Jaclyn Guo,$7,546.54
12263,Emmanuel Garcia,$7,546.46
12630,Kevin Simmons,$7,542.13
12210,Alan He,$7,542.12
13630,Brenda Arun,$7,541.33
12317,Carl She,$7,539.88
13129,Joy Ramos,$7,539.58
12693,Ruth Gonzalez,$7,536.62
13252,Bianca Lu,$7,536.61
13411,Jacquelyn Blanco,$7,535.50
14038,Madison Foster,$7,535.13
13011,Anne Ortega,$7,535.11
12355,Monique Ortega,$7,534.01
12648,Lori Dominguez,$7,533.45
13128,Colleen West,$7,532.94
13631,Joe Subram,$7,532.92
12989,Carly Goel,$7,532.92
13645,Eugene He,$7,532.92
13126,Lydia Suri,$7,530.66
12667,Maria Wood,$7,528.50
13133,Devon Kennedy,$7,528.50
12675,Holly Fernandez,$7,528.11
13090,Wayne Tang,$7,527.72
13649,Rebekah Suarez,$7,527.40
13651,Jerry Sharma,$7,527.39
13404,Kelvin Yang,$7,527.39
12356,Julia Wood,$7,525.19
14033,Melinda Torres,$7,525.01
12318,Kristina Schmidt,$7,523.00
12996,Jaclyn Liu,$7,523.00
14039,Nathan Wang,$7,522.98
13619,Arturo Xu,$7,522.95
13114,Claudia Zhang,$7,522.23
13964,Jasmine Lewis,$7,521.13
11575,Jackson Campbell,$7,520.76
29965,Jose Lugo,$7,520.25
12687,Marshall Li,$7,520.04
14045,Tanya Ramos,$7,518.56
12214,Julie Raje,$7,518.33
13633,Juan Ramos,$7,517.47
12315,Ann Rodriguez,$7,517.46
12671,Alan Huang,$7,516.35
12683,Laura Zhou,$7,515.60
13254,Beth Gomez,$7,515.25
13089,Elizabeth Alexander,$7,514.50
12316,Alejandro Luo,$7,513.39
13000,Rafael Raje,$7,513.39
13643,Ronald Sai,$7,513.39
13001,Clarence Zhang,$7,513.37
12699,Amy Chow,$7,511.93
13130,Dalton Miller,$7,510.85
12354,Lance Ortega,$7,510.83
14949,Steve Wu,$7,509.14
11612,Keith Andersen,$7,508.61
15059,Lisa Zhu,$7,506.86
13647,Armando Alonso,$7,506.43
13408,Katherine Gonzales,$7,505.29
12328,Eugene Zhao,$7,505.28
12350,Logan Hernandez,$7,504.88
12669,Irving Schmidt,$7,504.16
11568,Alexia Foster,$7,502.35
12634,Derrick Ruiz,$7,500.47
12358,Lacey Raje,$7,500.47
12698,Mohamed Pal,$7,499.36
11610,Blake Collins,$7,499.02
11604,Edgar Sanchez,$7,498.66
12677,Cedric Liu,$7,497.94
12694,Jay Arthur,$7,497.57
12670,Sarah Martinez,$7,497.57
12681,Christy Chow,$7,496.46
13115,Clarence Wu,$7,491.26
13637,Victoria Cooper,$7,488.73
13253,Carly Xie,$7,485.77
13135,Johnny Rai,$7,484.32
13081,Krista Ruiz,$7,483.22
12349,Lacey Yuan,$7,483.21
13971,Bianca Zhao,$7,483.20
11259,Victoria Stewart,$7,481.51
12673,Colin Stone,$7,478.79
13650,Jessie She,$7,478.79
11603,Geoffrey Gonzalez,$7,477.69
13077,Alejandro Goel,$7,477.12
12353,Joe Ramos,$7,475.83
13123,Kelli Raji,$7,475.81
13648,Arturo Sharma,$7,475.81
13618,Jay Raman,$7,473.28
13006,Whitney Rana,$7,472.17
12987,Felicia Moreno,$7,469.21
11263,Trinity Richardson,$7,463.24
12640,Angel Richardson,$7,461.10
12340,Stacy Diaz,$7,461.10
13079,Edwin Bhat,$7,461.10
14146,Toni Sara,$7,459.37
12360,Mario Goel,$7,459.28
15056,Jaime Suarez,$7,457.70
14846,Kelsey Chande,$7,452.75
11191,Kristi Perez,$7,451.66
13131,Briana Diaz,$7,444.55
15440,Jon Pal,$7,443.90
14702,Curtis Zimmerman,$7,436.17
14847,Vadim Sazanovich,$7,431.75
29490,Margaret Smith,$7,431.07
11171,Jonathan Hill,$7,421.79
11175,Luis Wang,$7,415.16
14950,Maria Hernandez,$7,414.10
14928,Roy Patel,$7,410.76
14991,Edwin Zhao,$7,410.76
14150,Billy Munoz,$7,409.68
11090,Trevor Bryant,$7,408.01
14984,Regina Vance,$7,403.02
14843,Lee Vazquez,$7,393.09
15048,Bonnie Yuan,$7,393.09
14771,Heidi Vance,$7,391.99
11224,Tiffany Li,$7,387.58
11252,Nicholas Thompson,$7,387.54
15062,Jaime Alonso,$7,386.47
14697,Nelson Jimenez,$7,386.46
14160,Brittney Hu,$7,381.07
14833,Riley Hayes,$7,380.96
14770,Melvin Andersen,$7,380.95
11257,Jacqueline Powell,$7,378.51
15078,Jacob Wilson,$7,376.54
14778,Renee Jimenez,$7,374.25
15077,Dominique Lopez,$7,374.25
15047,Meghan Vazquez,$7,369.88
14525,Claudia Sun,$7,365.47
14712,Eugene Liu,$7,359.95
14947,Alejandro Chen,$7,357.73
14937,Brendan Xu,$7,351.44
15051,Harold McDonald,$7,348.91
11261,Stephanie Collins,$7,348.91
15453,Isabelle Barnes,$7,348.91
14157,Willie Xu,$7,348.91
14929,Peter Anand,$7,344.47
15058,Julio Suarez,$7,336.74
11039,Marc Martin,$7,333.42
13841,Clayton Kumar,$7,320.18
11046,Christine Yuan,$7,311.58
14171,Michele Lal,$7,310.35
15923,Ricardo Raje,$7,285.02
11027,Jessie Zhao,$7,283.68
11047,Jaclyn Lu,$7,273.47
11025,Alejandro Beck,$7,267.36
11026,Harold Sai,$7,266.25
14163,Ebony Garcia,$7,256.56
11029,Jimmy Moreno,$7,254.65
15921,Donald Patel,$7,236.97
29662,Jill Christie,$7,226.52
13541,Ashlee Xu,$7,223.04
13771,Victor Moreno,$7,221.94
29854,Peter Houston,$7,219.93
11018,Clarence Rai,$7,219.27
13540,Paula Ortega,$7,213.64
11032,Denise Stone,$7,210.74
13822,Jay Moyer,$7,208.15
12805,Marvin Moreno,$7,207.05
11044,Adam Flores,$7,199.41
13782,Kelli Lu,$7,195.97
29845,Rose Hirsch,$7,194.11
13685,Briana Torres,$7,193.21
13559,Lori Ramos,$7,192.12
12754,Lindsey Deng,$7,186.04
13558,Karen Lu,$7,182.74
12398,Ashley Clark,$7,181.09
11048,Jeremy Powell,$7,180.56
13556,Alisha Nath,$7,179.42
14161,Claudia Li,$7,179.42
11033,Jaime Nath,$7,177.30
13686,Peter Jai,$7,175.03
12750,Teresa Vazquez,$7,173.36
11034,Ebony Gonzalez,$7,172.91
12607,Tamara Zhu,$7,170.91
13697,Jésus Munoz,$7,166.67
14164,Kari Smith,$7,165.60
13555,Tammy Smith,$7,165.32
12620,Maurice Lal,$7,161.53
11031,Theresa Ramos,$7,158.85
11028,Jill Jimenez,$7,154.46
14162,Brett Garcia,$7,153.44
11030,Bethany Yuan,$7,150.81
12621,Barry Martinez,$7,150.69
13607,Levi Rana,$7,143.86
14713,Jon Ye,$7,140.19
13560,Andres Shan,$7,130.82
11035,Wendy Dominguez,$7,128.70
12510,Roberto Sanz,$7,117.33
11038,Diana Hernandez,$7,113.25
14774,Max Ferrier,$7,110.39
11017,Shannon Wang,$7,109.91
13770,Gerald Moreno,$7,103.19
30102,Roger Van Houten,$7,095.07
29959,Todd Logan,$7,093.47
11001,Eugene Huang,$7,054.19
29573,Luis Bonifaz,$7,004.48
20077,Aidan Coleman,$699.96
23453,Maurice Deng,$698.86
16150,Nicole Thompson,$696.12
16123,Natalie Patterson,$696.12
21019,Monica Prasad,$696.11
19164,Danielle Morgan,$696.11
29523,John Arthur,$696,703.61
19824,Jordan Perry,$695.54
27746,Dale Raje,$695.01
23873,Nicole Miller,$695.01
25757,Jeffery Wu,$695.01
22675,Alexandra Winston,$695.01
21021,Gary Serrano,$695.01
23582,Stephanie Simmons,$695.01
25522,Casey Anand,$695.01
29356,Casey Diaz,$695.01
29098,Jimmy Gill,$695.01
24056,Tamara Lin,$695.01
27709,Clifford Lopez,$695.01
20078,Jose Lee,$695.01
21671,Nicolas Jai,$695.01
23214,Kaylee James,$695.01
29616,Barbara Calone,$695,242.23
29041,Charles Collins,$694.44
23723,Jose Phillips,$694.44
21054,Keith Jai,$691.14
23404,Amanda Peterson,$690.59
24850,Emmanuel Perez,$690.59
22115,Dalton Rogers,$690.59
26947,Suzanne Ma,$690.59
20749,Joan Morgan,$690.59
29001,Carl Nath,$690.59
24311,Geoffrey Patel,$690.59
17669,Olivia Rivera,$690.57
17664,Devin Robinson,$690.57
23036,Caleb Green,$690.57
23870,Elijah Henderson,$690.57
22224,Katherine Alexander,$690.57
23855,Carlos Watson,$690.03
18407,Maria Griffin,$69.89
11921,Gilbert Zhu,$69.88
20084,Alex Stewart,$69.78
11902,Drew Pal,$69.66
26355,Darren Madan,$69.59
28335,Rebekah Srini,$69.59
11473,Grace Henderson,$69.59
29422,Ian Adams,$69.59
26213,Grant Andersen,$69.59
28969,Eduardo Flores,$69.59
26365,Phillip Fernandez,$69.59
23228,Candice Guo,$69.58
19490,Kristina Smith,$69.58
22707,Haley Russell,$69.58
23624,Jillian Malhotra,$69.58
16563,Mackenzie Baker,$69.56
12235,Donna Rai,$69.35
15809,Christian Sharma,$69.16
11911,Rachael Kapoor,$69.02
29666,Jane Clayton,$69,597.49
29680,Dorothy Contreras,$69,588.44
29972,Jenny Lysaker,$69,515.42
29708,Prashanth Desai,$69,381.65
19737,Erin Ramirez,$687.27
22680,Lee Suarez,$686.15
22787,Andrea Sanchez,$685.61
26937,Audrey Navarro,$684.50
28212,Melody Hernandez,$684.50
19995,Jordyn Gonzales,$683.97
18960,Marcus Johnson,$683.97
16230,Craig Blanco,$683.97
19142,Dalton Washington,$683.97
16127,Amanda Edwards,$683.41
19412,Jaime Chander,$683.41
19706,Benjamin Diaz,$682.83
16215,Thomas Turner,$682.79
27711,Barbara Tang,$682.30
21611,Ethan Wilson,$682.30
27745,Levi Sanchez,$682.30
22316,Deanna Sara,$682.30
22072,Devin Russell,$682.30
28116,Sabrina Dominguez,$682.30
28436,Derrick Carlson,$682.30
23270,Anna Anderson,$682.30
23238,Thomas Lee,$682.30
23066,Austin Lal,$682.30
27137,Cindy Lopez,$682.30
23213,Noah Green,$682.30
22480,Abby Gonzalez,$681.73
22438,Casey Jiménez,$681.73
27008,Oscar Blue,$681.73
23156,Samantha Barnes,$681.73
21059,Misty Chande,$681.73
23505,Connor Sharma,$681.73
24333,Ann Prasad,$681.73
18476,Brooke Rogers,$681.69
18475,Natalie Brown,$681.69
24205,Katherine Anderson,$680.09
